Camera Matrix,Distortion Coefficient,R Vector,T Vector
"[[420.91190514   0.         352.16176104]
 [  0.         418.72278964 264.50671375]
 [  0.           0.           1.        ]]","[[-4.14581821e-01  1.99614388e-01 -1.48277794e-04 -1.36850636e-03
  -5.11369602e-02]]","[array([[-0.02613637],
       [ 0.17825009],
       [-3.01218748]]), array([[-0.77003028],
       [ 0.16536972],
       [-2.73243447]]), array([[-0.66114794],
       [ 0.69628722],
       [ 2.94124492]]), array([[ 0.7419136 ],
       [ 0.26447808],
       [-3.00560067]]), array([[ 0.01564076],
       [-0.69045365],
       [-2.99372729]]), array([[ 0.00351992],
       [ 0.97648372],
       [-2.94393798]]), array([[ 2.41453772e-01],
       [-3.97952495e-04],
       [ 2.88482780e+00]]), array([[-0.09557393],
       [ 0.10294432],
       [-2.55600758]]), array([[-0.40732989],
       [-0.6814531 ],
       [ 2.81866135]]), array([[ 0.84049707],
       [-0.70245014],
       [ 2.87185577]]), array([[-1.04091744],
       [-0.34781999],
       [-2.53915121]])]","[array([[1.16107145],
       [2.35017748],
       [6.67707513]]), array([[-0.21408749],
       [ 2.29274031],
       [ 7.09316617]]), array([[3.06642704],
       [0.96973089],
       [9.81036876]]), array([[ 1.05292974],
       [ 1.84962185],
       [10.42223203]]), array([[2.59492851],
       [2.4663363 ],
       [7.17538727]]), array([[1.6350063 ],
       [1.48146642],
       [9.67577024]]), array([[ 1.68196669],
       [-0.21898002],
       [ 9.07338633]]), array([[0.57052225],
       [3.10643838],
       [9.89721076]]), array([[ 3.13042039],
       [-0.50202911],
       [11.83310817]]), array([[1.853654  ],
       [2.01298426],
       [9.23194521]]), array([[0.432368  ],
       [1.61173229],
       [6.8204264 ]])]"
